study_tags,run_case_id,study_notes,case_order,solver,implementation,nranks,n1,n2,n3,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,pack_forward_s_max,mpi_forward_s_max,unpack_forward_s_max,reduced_compute_s_max,pack_backward_s_max,mpi_backward_s_max,unpack_backward_s_max,update_compute_s_max,compute_s_max,communication_s_max,packing_s_max
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np2_128x256x4096_device","large nsys at 2 GPUs",7,tdma,cuda-cxx,2,128,256,4096,32768,2048,2048,9,10,device,0.004701295,0.004699863,0.003493974,2.1903e-05,3.1357e-05,2.0971e-05,1.288e-05,9.76400000002e-06,1.6004e-05,9.73500000001e-06,0.001089846,0.004593334,4.5718e-05,6.2373e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,0,10,device,0.056837084,0.0568361025,0.004702037,3.332e-05,0.04866455,4.4627e-05,2.9635e-05,1.0025e-05,0.007332224,1.334e-05,0.001388664,0.006108187,0.05063034,0.000101312
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,1,10,device,0.006153585,0.0061514615,0.00451148,2.5398e-05,0.000166851,2.2714e-05,1.4141e-05,1.0246e-05,2.3886e-05,9.704e-06,0.001371979,0.005896097,0.000190737,6.75520000001e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,2,10,device,0.006022408,0.006021767,0.004500093,2.3145e-05,5.7006e-05,2.1422e-05,1.2118e-05,1.3571e-05,3.4151e-05,9.61399999999e-06,0.001367432,0.005877711,8.2023e-05,6.60189999999e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,3,10,device,0.006015167,0.006014326,0.004494886,2.1822e-05,5.8407e-05,2.0811e-05,1.2329e-05,1.1988e-05,3.6845e-05,9.66400000002e-06,0.001367132,0.005872954,8.1232e-05,6.4115e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,4,10,device,0.006014325,0.00601421,0.004494435,2.2434e-05,5.5833e-05,2.0982e-05,1.2258e-05,9.71499999997e-06,2.2744e-05,9.645e-06,0.001367673,0.005874366,7.8396e-05,6.19530000001e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,5,10,device,0.006015808,0.00601392,0.004496277,2.2875e-05,5.5393e-05,2.0591e-05,1.2378e-05,9.88499999999e-06,2.4506e-05,1.0386e-05,0.00136581,0.005874465,7.9899e-05,6.2715e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,6,10,device,0.006022007,0.006020495,0.004499162,2.2433e-05,5.7296e-05,2.0922e-05,1.2529e-05,1.1938e-05,3.8097e-05,1.0226e-05,0.001368594,0.005880285,8.3405e-05,6.4317e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,7,10,device,0.006012563,0.006011767,0.004497299,2.4537e-05,5.6575e-05,2.0991e-05,1.2249e-05,9.98499999999e-06,2.0922e-05,9.71499999997e-06,0.001364688,0.005874236,7.7497e-05,6.5228e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,8,10,device,0.006008597,0.006007931,0.00449099,2.1923e-05,5.3049e-05,2.1062e-05,1.2519e-05,9.99499999998e-06,3.3431e-05,9.58400000001e-06,0.001368764,0.005869959,7.6496e-05,6.2494e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling","np2_256x256x4096_device","large global strong-scaling baseline",8,tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,9,10,device,0.006016719,0.0060154075,0.004506804,2.7581e-05,5.0145e-05,2.1112e-05,1.2419e-05,1.1718e-05,3.8127e-05,9.68499999998e-06,0.001366621,0.005884922,8.8272e-05,6.9545e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,0,10,device,0.098790723,0.098769674,0.001561763,4.4707e-05,0.094813725,5.8057e-05,4.7932e-05,1.4913e-05,0.003567494,1.6355e-05,0.000430075,0.002021694,0.096651694,0.000134032
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,1,10,device,0.001956306,0.001925124,0.001328874,3.5724e-05,7.1187e-05,3.324e-05,1.5693e-05,1.4382e-05,4.2994e-05,1.4693e-05,0.000423085,0.001757166,0.000106489,9.8039e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,2,10,device,0.001913401,0.00188255,0.001328884,3.4792e-05,3.5904e-05,3.2869e-05,1.4241e-05,1.4111e-05,3.0195e-05,1.4332e-05,0.000417987,0.001755824,6.6099e-05,9.6104e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,3,10,device,0.001917758,0.00188743775,0.001320962,3.7045e-05,4.5839e-05,3.276e-05,1.384e-05,1.3951e-05,3.6435e-05,1.4582e-05,0.000417466,0.001749524,7.283e-05,9.6506e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,4,10,device,0.001910056,0.00188111275,0.001326101,3.4151e-05,3.0426e-05,3.2749e-05,1.4181e-05,1.4022e-05,3.6175e-05,1.4381e-05,0.000418828,0.001754202,6.6601e-05,9.5303e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,5,10,device,0.001909676,0.001876949,0.001327903,3.4281e-05,3.4953e-05,3.2318e-05,1.4282e-05,1.4311e-05,3.0626e-05,1.4472e-05,0.000421222,0.001752451,6.1593e-05,9.5382e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,6,10,device,0.001899681,0.001869811,0.001321423,3.3971e-05,3.4002e-05,3.2268e-05,1.3881e-05,1.3861e-05,2.8273e-05,1.4362e-05,0.000419149,0.00174555,5.951e-05,9.4351e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,7,10,device,0.001906131,0.00187540975,0.001329595,3.4993e-05,3.3881e-05,3.2168e-05,1.4252e-05,1.4321e-05,3.0065e-05,1.4402e-05,0.000418558,0.00175208,6.1302e-05,9.5884e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,8,10,device,0.001905619,0.00187329325,0.001327942,3.4752e-05,3.4101e-05,3.2459e-05,1.3861e-05,1.4461e-05,2.5979e-05,1.4031e-05,0.00041988,0.001750377,5.9258e-05,9.5703e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_64x64x4096_device","small nsys at 4 GPUs",9,tdma,cuda-cxx,4,64,64,4096,4096,1024,1024,9,10,device,0.00190582,0.00187719175,0.001329335,3.5142e-05,2.9234e-05,3.2259e-05,1.4121e-05,1.4302e-05,3.6785e-05,1.4071e-05,0.000420992,0.001754423,6.2173e-05,9.5774e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,0,10,device,0.156290412,0.156280582,0.000993802,5.364e-05,0.153067125,5.8197e-05,3.4702e-05,1.5363e-05,0.002603487,1.6295e-05,0.000256275,0.001278739,0.154901358,0.000141342
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,1,10,device,0.001274413,0.00126473575,0.000785338,3.7516e-05,8.663e-05,3.3089e-05,1.6195e-05,1.4622e-05,4.5448e-05,1.4232e-05,0.000248753,0.001050286,0.000131838,9.9459e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,2,10,device,0.001200441,0.00119242425,0.000772429,3.5363e-05,4.021e-05,3.2429e-05,1.5554e-05,1.4421e-05,4.048e-05,1.4602e-05,0.000246189,0.001028484,7.8238e-05,9.6815e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,3,10,device,0.001183355,0.00117586925,0.00077261,3.5524e-05,3.4242e-05,3.2869e-05,1.4222e-05,1.4091e-05,3.0346e-05,1.4512e-05,0.000246259,0.001029885,6.4588e-05,9.6996e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,4,10,device,0.001200692,0.00119310075,0.000779099,3.4401e-05,3.8478e-05,3.2428e-05,1.4422e-05,1.4682e-05,4.0972e-05,1.4201e-05,0.000247021,0.001040542,7.8018e-05,9.5712e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,5,10,device,0.001183386,0.0011769815,0.000773271,3.5163e-05,3.5493e-05,3.2439e-05,1.4221e-05,1.4351e-05,3.2349e-05,1.4502e-05,0.000244907,0.001027752,6.5698e-05,9.6415e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,6,10,device,0.001184638,0.00117637025,0.000771898,3.5023e-05,3.338e-05,3.331e-05,1.3991e-05,1.4812e-05,3.329e-05,1.4221e-05,0.000246099,0.001031988,6.667e-05,9.7366e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,7,10,device,0.00118612,0.00117912925,0.000773891,3.5423e-05,3.349e-05,3.2819e-05,1.4482e-05,1.4162e-05,3.1998e-05,1.4412e-05,0.000245538,0.001033911,6.3996e-05,9.6765e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,8,10,device,0.001181393,0.00117297525,0.000770036,3.5263e-05,3.37e-05,3.2358e-05,1.3981e-05,1.5173e-05,2.7451e-05,1.4301e-05,0.000247591,0.001028443,6.1151e-05,9.6995e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x2048_device","short nrow at 4 GPUs",10,tdma,cuda-cxx,4,128,128,2048,16384,512,512,9,10,device,0.001199119,0.00118076175,0.000771508,3.6324e-05,2.9635e-05,3.2609e-05,1.4202e-05,1.4712e-05,4.1412e-05,1.4161e-05,0.000248343,0.001031398,6.9654e-05,9.7806e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,0,10,device,0.117692659,0.117671585,0.001770817,4.8734e-05,0.111865154,6.0731e-05,4.4367e-05,1.4551e-05,0.010238766,1.6494e-05,0.000507301,0.002316286,0.115255413,0.000139099
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,1,10,device,0.002281274,0.00227018475,0.00155306,3.6745e-05,8.01e-05,3.3601e-05,1.5393e-05,1.4412e-05,4.2404e-05,1.4552e-05,0.00049945,0.002064268,0.000122504,9.9149e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,2,10,device,0.002232079,0.0022259305,0.001551458,3.6235e-05,4.4056e-05,3.5844e-05,1.4312e-05,1.4231e-05,3.4622e-05,1.4391e-05,0.000497767,0.002059761,7.8678e-05,9.9128e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,3,10,device,0.002204027,0.00220083525,0.001548133,3.5143e-05,3.1567e-05,3.2729e-05,1.3851e-05,1.375e-05,2.8362e-05,1.4592e-05,0.000494332,0.002051128,5.7806e-05,9.6154e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,4,10,device,0.002218019,0.00221475375,0.001548734,3.5634e-05,3.0446e-05,3.2659e-05,1.3981e-05,1.384e-05,3.977e-05,1.4071e-05,0.000496565,0.002056327,7.0216e-05,9.6074e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,5,10,device,0.002213492,0.00220379775,0.001546441,3.4682e-05,2.8413e-05,3.3079e-05,1.4081e-05,1.4321e-05,3.4531e-05,1.4592e-05,0.000495544,0.002056066,6.2152e-05,9.53319999999e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,6,10,device,0.002214943,0.002209771,0.001550036,3.4902e-05,3.0616e-05,3.324e-05,1.4652e-05,1.3811e-05,3.349e-05,1.3961e-05,0.000497216,0.002061904,6.1953e-05,9.5674e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,7,10,device,0.002203617,0.002200858,0.00154601,3.5973e-05,2.9634e-05,3.1998e-05,1.4411e-05,1.4392e-05,2.7611e-05,1.4242e-05,0.000496254,0.002053211,5.7165e-05,9.5672e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,8,10,device,0.002211429,0.00220745275,0.001550968,3.5323e-05,3.3601e-05,3.279e-05,1.4772e-05,1.4852e-05,2.8183e-05,1.3791e-05,0.000497977,0.002058369,6.1083e-05,9.5744e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;strong_scaling;weak_nrow_scaling;nsys_sensitivity;nrow_sensitivity;mpi_mode_device_reference","np4_128x128x4096_device","4 GPU central case",11,tdma,cuda-cxx,4,128,128,4096,16384,1024,1024,9,10,device,0.002210938,0.002205998,0.001550447,3.6364e-05,3.2809e-05,3.2629e-05,1.387e-05,1.4061e-05,2.696e-05,1.4251e-05,0.000498258,0.002058889,5.9769e-05,9.6735e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,0,10,device,0.101021962,0.10099562225,0.003335866,4.8072e-05,0.095093034,5.9018e-05,5.6966e-05,1.5313e-05,0.003025681,1.6845e-05,0.001018598,0.004385871,0.096537122,0.000138998
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,1,10,device,0.004434665,0.00441938425,0.003109736,3.7747e-05,0.000162954,3.5183e-05,1.5964e-05,1.4822e-05,4.5519e-05,1.4471e-05,0.001004457,0.004129216,0.000202825,0.000102223
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,2,10,device,0.004290089,0.00428306575,0.00310471,3.5884e-05,4.3385e-05,3.3741e-05,1.4602e-05,1.4492e-05,3.4793e-05,1.4501e-05,0.001008264,0.004127216,7.7076e-05,9.7786e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,3,10,device,0.004282016,0.004273663,0.003107874,3.6124e-05,4.001e-05,3.3581e-05,1.4141e-05,1.4191e-05,3.0736e-05,1.4492e-05,0.001008283,0.004130038,7.0105e-05,9.8388e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,4,10,device,0.004277079,0.00427274225,0.003102977,3.6014e-05,3.1647e-05,3.4311e-05,1.4322e-05,1.4021e-05,3.4081e-05,1.4612e-05,0.001003486,0.004118762,6.5178e-05,9.8427e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,5,10,device,0.004274895,0.004267689,0.003103648,3.6485e-05,3.5604e-05,3.362e-05,1.4352e-05,1.4331e-05,2.9814e-05,1.4491e-05,0.001006,0.004123439,6.4526e-05,9.8927e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,6,10,device,0.004275366,0.00427118225,0.003104409,3.6775e-05,3.4472e-05,3.3921e-05,1.4132e-05,1.4232e-05,3.2369e-05,1.4742e-05,0.001002605,0.004120625,6.4627e-05,9.967e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,7,10,device,0.004268506,0.00426514825,0.003106802,3.6174e-05,3.1087e-05,3.3401e-05,1.4632e-05,1.4311e-05,2.681e-05,1.4312e-05,0.001001573,0.004119812,5.7376e-05,9.7838e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,8,10,device,0.004287083,0.004284357,0.003115254,3.5703e-05,5.1407e-05,3.3229e-05,1.4572e-05,1.4682e-05,3.0305e-05,1.4331e-05,0.001005409,0.004130017,8.1712e-05,9.7926e-05
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nrow_sensitivity","np4_128x128x8192_device","long nrow at 4 GPUs",12,tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,9,10,device,0.004273083,0.0042690565,0.0031051,3.6475e-05,3.1307e-05,3.364e-05,1.4241e-05,1.4832e-05,3.1087e-05,1.7586e-05,0.001003205,0.004121155,5.8938e-05,0.000102443
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,0,10,device,0.10695776,0.10695529075,0.00110597,6.4347e-05,0.102801913,6.4247e-05,3.7516e-05,1.4973e-05,0.012718316,1.8728e-05,0.000302835,0.001435645,0.105393392,0.000158499
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,1,10,device,0.001418349,0.0014146885,0.000886681,4.0811e-05,9.5323e-05,3.6144e-05,1.6835e-05,1.5142e-05,4.5479e-05,1.5083e-05,0.000283756,0.001186631,0.000136525,0.00010718
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,2,10,device,0.001350517,0.001344896,0.000882013,3.8307e-05,4.6029e-05,3.6695e-05,1.4942e-05,1.5023e-05,3.343e-05,1.4963e-05,0.000283656,0.001180611,7.7546e-05,0.000103806
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,3,10,device,0.001337387,0.0013351135,0.000881323,3.8017e-05,3.8037e-05,3.5493e-05,1.4762e-05,1.4572e-05,2.8894e-05,1.4972e-05,0.000282794,0.001177608,6.5438e-05,0.000103054
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,4,10,device,0.001349105,0.001344718,0.000882935,3.7797e-05,3.6985e-05,3.7427e-05,1.4733e-05,1.4922e-05,3.6145e-05,1.4922e-05,0.000281713,0.001178248,6.9394e-05,0.000105068
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,5,10,device,0.001338359,0.0013348835,0.000883496,3.7867e-05,3.5964e-05,3.4802e-05,1.4762e-05,1.4732e-05,3.0396e-05,1.4932e-05,0.000282214,0.001178428,6.4887e-05,0.000102333
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,6,10,device,0.001344829,0.00134192675,0.000885579,3.8338e-05,3.9158e-05,3.5073e-05,1.4571e-05,1.4752e-05,3.5803e-05,1.5083e-05,0.000281843,0.001181993,7.423e-05,0.000103246
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,7,10,device,0.00133929,0.00133629525,0.000881574,3.8548e-05,4.2103e-05,3.4371e-05,1.5003e-05,1.4712e-05,2.8012e-05,1.4782e-05,0.000282804,0.001178659,6.7592e-05,0.000102413
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,8,10,device,0.001343506,0.00133975775,0.000884838,3.7957e-05,3.9489e-05,3.4622e-05,1.5073e-05,1.4531e-05,3.1578e-05,1.4722e-05,0.000282524,0.001182435,6.9515e-05,0.000101832
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;weak_nsys_scaling","np4_128x256x2048_device","weak nsys path at 4 GPUs",13,tdma,cuda-cxx,4,128,256,2048,32768,512,512,9,10,device,0.001337888,0.00133543925,0.000883766,3.8388e-05,3.8057e-05,3.4643e-05,1.4592e-05,1.5072e-05,2.7461e-05,1.4592e-05,0.000282504,0.001180341,6.3195e-05,0.000102695
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_128x256x4096_device","large nsys at 4 GPUs",14,tdma,cuda-cxx,4,128,256,4096,32768,1024,1024,0,10,device,0.100088811,0.10007088175,0.002014443,4.7382e-05,0.095212443,6.4096e-05,3.6044e-05,1.5092e-05,0.012345416,1.9109e-05,0.000573791,0.002618249,0.097366025,0.000142506
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_128x256x4096_device","large nsys at 4 GPUs",14,tdma,cuda-cxx,4,128,256,4096,32768,1024,1024,1,10,device,0.002669687,0.00265878025,0.001772049,4.001e-05,0.000176505,3.6334e-05,1.6785e-05,1.4903e-05,4.7061e-05,1.4692e-05,0.000560211,0.002347102,0.000217246,0.000105428
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_128x256x4096_device","large nsys at 4 GPUs",14,tdma,cuda-cxx,4,128,256,4096,32768,1024,1024,2,10,device,0.002507233,0.0025036125,0.001765069,4.0421e-05,4.0831e-05,3.5784e-05,1.4952e-05,1.4832e-05,3.2068e-05,1.4722e-05,0.000558979,0.002339,7.2118e-05,0.000105759
"correctness;total_performance;phase_breakdown;fortran_vs_cuda_cxx;nsys_sensitivity","np4_128x256x4096_device","large nsys at 4 GPUs",14,tdma,cuda-cxx,4,128,256,4096,32768,1024,1024,3,10,device,0.002507072,0.00250256325,0.001766611,3.7426e-05,3.7977e-05,3.5464e-05,1.4873e-05,1.4451e-05,3.1077e-05,1.5303e-05,0.000560961,0.002339921,6.5738e-05,0.000102343
